ranking,ISBN,description,author,avg_rating,title,num_ratings,score,awards,voted,year,pages
5135,9781870041201,"Set at the end of the 19th century, this novel is a tale of mutiny and shipwreck. The narrator, Peder Jensen, is both competent second mate and unworldly philosopher. Esther Greenleaf Muerer has previously translated other works by Jens Bjorneboe, including Moment of Freedom.",Jens Bjørneboe,3.97,The Sharks,,80,None,,1974,241
5319,9780756403058,"Andry, the new Sunrunner Lord of Goddess Keep, must master potentially deadly magical knowledge before he can confront the ancietn foe who nearly destroyed the Sunrunners ages ago.  But the enemy is mobilizing to strike again, drawing on forbidden lore to play an ever-shifting game of treachery and betrayal.",Melanie Rawn,4.09,"Sunrunner's Fire (Dragon Prince, #3)","7,754",77,None,,1990,496
5319,9780007172900,"Set in both the windswept countryside of Norfolk and the violent townships of South Africa, this is a story of what happens when trust is broken, secrets become buried and lives torn apart.",Hilary Mantel,3.81,A Change Of Climate,"1,446",77,None,,1994,342
5319,9780807014172,"Originally published in 1964, One-Dimensional Man quickly became one of the most important texts in the ensuing decade of radical political change. This second edition, newly introduced by Marcuse scholar Douglas Kellner, presents Marcuse's best-selling work to another generation of readers in the context of contemporary events.",Herbert Marcuse,3.98,One-Dimensional Man: Studies in the Ideology of Advanced Industrial Society,"4,354",77,None,2,1964,320
5319,0780009008640,"Based on a Chinese folktale, a young girl dresses up like a boy and goes off to battle in order to keep her elderly father safe at home. Along the way she meets a cast of unforgettable characters who teach her all about acceptance and self-respect. Full color.",Lisa Ann Marsoli,4.51,Disney's Mulan Classic Storybook,,77,None,,1998,95
5319,9789991373768,"Nicky has freckles: they cover his face, his ears, and the whole back of his neck. Sitting behind him in class, Andrew once counted eighty-six of them, and that was just a start! If Andrew had freckles like Nicky, his mother would never know if his neck was dirty.,One day after school, Andrew works up enough courage to ask Nicky where he got his freckles. When know-it-all S",Judy Blume,3.82,Freckle Juice,"37,568",77,None,,1978,40
5319,,"Vanessa was born in the small Manitoba town of Manawaka - a world of proud personal struggles, bitter family conflicts, and unyielding prairie traditions.,It was here, in the lean years of the Depression, that she came into her own, a courageous provincial girl determined to satisfy her thirst for freedom.,A brilliant collection of short stories by Canada's most celebrated,",Margaret Laurence,3.91,A Bird in the House,"2,048",77,None,,1970,182
5260,,"As the only female page in history to last beyond the first year of formal training to become a knight, 11-year-old Keladry of Mindelan has an uphill battle to fight. In addition to proving herself worthy of being a page, Kel spends her time defending first-year pages from bullies, staying on top of homework, conquering her paralyzing fear of heights, and keeping up with L",Tamora Pierce,4.23,"Page (Protector of the Small, #2)","37,481",78,None,,2000,290
5260,9780684857541," is the first, extraordinary book in the epic , tetralogy, in which Larry McMurtry breathed new life into the vanished American West and created two of the most memorable heroes in contemporary fiction: Augustus McCrae and Woodrow Call. , As young Texas Rangers, Gus and Call have much to learn about survival in a land fraught with perils: not only",Larry McMurtry,3.90,Dead Man's Walk,"9,139",78,None,,1995,464
5566,9781556613272,"A new look for this Janette Oke novel. Responding to an advertisement, Kathleen O'Malley crosses the ocean to America to become a new bride.Responding to an Advertisement, She Crossed an Ocean to Meet a Total Stranger and Became a Mail-Order Bride...Kathleen O'Malley stood on the deck of the Barreth Lily and watched the land she'd called home for more than a dozen years sl",Janette Oke,3.94,A Bride for Donnigan,"3,377",73,None,,1993,223
5319,9780812545203,"At the sun-drenched dawn of human history, in the great plain between the two great rivers, are the cities of men. And each city is ruled by its god.,But the god of the city of Gibil is lazy and has let the men of his city develop the habit of thinking for themselves. Now the men of Gibil have begun to devise arithmetic, and commerce, and are sending expeditions to trade wi",Harry Turtledove,3.60,Between the Rivers,,77,None,,1998,416
5319,9780349109190,"A wonderful, nostalgic novel about youth in London in the 1980s",Geoff Dyer,3.86,The Colour of Memory,,77,None,,1990,254
5319,9780801011719,Analyzes what Jesus said about when he would return and the last days would arrive (as in Matthew 24:34). Defends the trustworthiness of Jesus' teachings.,R.C. Sproul,3.97,The Last Days According to Jesus,,77,None,,1998,253
5260,9780140232028,"Nan and Jinny St George have both wealth and beauty in generous supply. In the New York society of the 1870s, however, only those with old money can achieve the status of the elite, and it is here that the sisters seem doomed to failure.,Nan's new governess, Laura Testvalley, herself an outsider, takes pity on their plight and launches them instead on the unsuspecting Briti",Edith Wharton,3.89,The Buccaneers,"4,864",78,None,,1938,406
5260,,"Originally published in 1952, this classic book is used by A.A. members and groups around the world. Bill W.'s 24 essays on the Steps and the Traditions discuss the principles by which A.A. members recover and by which the fellowship functions. The basic text clarifies the Steps which",Alcoholics Anonymous,4.48,Twelve Steps and Twelve Traditions,"4,228",78,None,,1952,192
5260,,"Functional simplicity, structural complexity: the best life for all. That's the maxim of Olympus, the utopian city that sprung from the ashes of World War III. But Deunan and Bri, a young woman and her cyborg companion just entering the rose-tinted society, find that so long as there are different kinds of people there will be differences among them. Such is the story of A",Masamune Shirow,3.94,"Appleseed, Vol. 1: The Promethean Challenge","1,177",78,None,,1985,132
5260,9780851105833,"A spiritual classic, this detailed and comprehensive study by one of the greatest expository preachers of our time explains Christ's teaching in the Sermon on the Mount and incisively applies it to the Christian life.",D. Martyn Lloyd-Jones,4.60,Studies In The Sermon On The Mount,,78,None,,1958,656
5741,9780060976675,"Dorris Lessing's classic series of autobiographical novels is the fictional counterpart to Under My Skin. In these five novels, first published in the 1950's and 60s, Doris Lessing transformed her fascinating life into fiction, creating her most complex and compelling character, Martha Quest.",Doris Lessing,4.15,"The Four-Gated City (Children of Violence, #5)",,70,None,,1969,672
5741,9781563891953,"In this noir detective tale of intrigue, bigotry and incest, millionaire Wesley Dodds takes on the costumed persona of the Sandman to catch a sadistic killer in 1930s New York. Donning a gas mask, fedora, business suit and cape, Dodds goes after the Tarantula, a brutal kidnapper who is mercilessly preying upon the women of high society. But as the Sandman walks through a w",Matt Wagner,3.93,"Sandman Mystery Theatre, Vol. 1: The Tarantula","1,318",70,None,,1995,112
5260,9780345376596,"Pulitzer Prize-winning author Carl Sagan traces our exploration of space and suggests that our very survival may depend on the wise use of other worlds. This stirring book reveals how scientific discovery has altered our perception of who we are and where we stand, and challenges us to weigh what we will do with that knowledge. Photos, many in color.",Carl Sagan,4.32,Pale Blue Dot: A Vision of the Human Future in Space,"22,012",78,None,,1994,384
5260,9780940322257,"In the 1920s, the young J. R. Ackerley spent several months in India as the personal secretary to the maharajah of a small Indian principality. In his journals, Ackerley recorded the Maharajah's fantastically eccentric habits and riddling conversations, and the odd shambling day-to-day life of his court. , is an intimate and very funny account of an exceedingl",J.R. Ackerley,3.70,Hindoo Holiday,,78,None,,1932,320
5741,9780060521998,"In this revolutionary bestseller, Harvard professor Clayton M. Christensen says outstanding companies can do everything right and still lose their market leadership -- or worse, disappear completely. And he not only proves what he says, he tells others how to avoid a similar fate.,Focusing on ""disruptive technology"" -- the Honda Super Cub, Intel's 8088 processor, or the hyd",Clayton M. Christensen,3.99,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,"26,846",70,None,,1997,320
5741,9780679734482,"In , Amis pens a mismatched pair of foster brothers--one ""a quivering condom of neurosis and ineptitude,"" the other a ""bundle of contempt, vanity and stock-response""--in a single London flat. He binds them with ties of class hatred, sexual rivalry, and disappointed love, and throws in a disloyal girlfriend and a spectacularly unstable sister to create a modern-day Ja",Martin Amis,3.65,Success,"2,189",70,None,,1978,224
5741,9780345310422,"Four thousand years have passed since Covenant first freed the Land from the devastating grip of Lord Foul and his minions. But he is back, and Convenant, armed with his stunning white gold magic, must battle the evil forces and his own despair...",Stephen R. Donaldson,3.97,"The Wounded Land (The Second Chronicles of Thomas Covenant, #1)","16,674",70,Mythopoeic Fantasy Award Nominee (1981),2,1979,498
5260,9788817014731,"""Fare il pazzo! Potessi farlo io, come piace a me! Sferrare qua tutta la corda pazza, cacciarmi fino agli orecchi il berretto a sonagli della pazzia e scendere in piazza a sputare in faccia alla gente la verità!""",Luigi Pirandello,3.75,Il berretto a sonagli,,78,None,,1974,93
